Stu Strm Ldesc,Ag Area Sdesc,Cla Subject Ldesc,Cla Catalog Nbr,Cla Class Section,Cla Instructor Name,Official Enrollmt,Grades Received,Grades Pct of Enrolled,gpa,A,A-,B+,B,B- ,C+,C,C- ,D+,D,D- ,"F, F+",W,Cr,Nc,Other
Fall 2016,Education,Counseling, 714,Course Total,Course Total,29,28,96.6%,3.816,19,6,,1,,,1,,,,,,,,,1
Fall 2016,Education,Counseling, 715,001,"Pierson,Haley C",21,20,95.2%,3.967,19,,1,,,,,,,,,,,,,
Fall 2016,Education,Counseling, 715,Course Total,Course Total,21,20,95.2%,3.967,19,,1,,,,,,,,,,,,,
Fall 2016,Education,Counseling, 764,291,"Baskin,Thomas W",11,11,100.0%,,,,,,,,,,,,,,,,,11
Fall 2016,Education,Counseling, 764,Course Total,Course Total,11,11,100.0%,,,,,,,,,,,,,,,,,11
Fall 2016,Education,Counseling, 765,001,"Hains,Anthony A",13,13,100.0%,3.975,12,1,,,,,,,,,,,,,,
Fall 2016,Education,Counseling, 765,Course Total,Course Total,13,13,100.0%,3.975,12,1,,,,,,,,,,,,,,
Fall 2016,Education,Counseling, 774,291,"Floore-Guetschow,Lauren A",18,14,77.8%,3.047,1,3,5,3,,,1,,,,,1,1,,,
Fall 2016,Education,Counseling, 774,Course Total,Course Total,18,14,77.8%,3.047,1,3,5,3,,,1,,,,,1,1,,,
Fall 2016,Education,Counseling, 775,291,"Floore-Guetschow,Lauren A",11,9,81.8%,3.038,2,3,,2,,1,,,,,,1,1,,,
Fall 2016,Education,Counseling, 775,Course Total,Course Total,11,9,81.8%,3.038,2,3,,2,,1,,,,,,1,1,,,
Fall 2016,Education,Counseling, 779,291,"Hains,Anthony A",9,8,88.9%,3.953,6,1,,,,,,,,,,,,,,1
Fall 2016,Education,Counseling, 779,Course Total,Course Total,9,8,88.9%,3.953,6,1,,,,,,,,,,,,,,1
Fall 2016,Education,Counseling, 800,001,"Sapp,Marty",10,10,100.0%,3.967,9,1,,,,,,,,,,,,,,
Fall 2016,Education,Counseling, 800,Course Total,Course Total,10,10,100.0%,3.967,9,1,,,,,,,,,,,,,,
Fall 2016,Education,Counseling, 810,291,"Baskin,Thomas W",18,17,94.4%,3.921,15,,2,,,,,,,,,,,,,
Fall 2016,Education,Counseling, 810,Course Total,Course Total,18,17,94.4%,3.921,15,,2,,,,,,,,,,,,,
Fall 2016,Education,Counseling, 812,001,"Hains,Anthony A",15,14,93.3%,3.953,12,2,,,,,,,,,,,1,,,
Fall 2016,Education,Counseling, 812,Course Total,Course Total,15,14,93.3%,3.953,12,2,,,,,,,,,,,1,,,
Fall 2016,Education,Counseling, 814,001,"Fouad,Nadya A",15,15,100.0%,4.000,14,,,,,,,,,,,,,,,1
Fall 2016,Education,Counseling, 814,Course Total,Course Total,15,15,100.0%,4.000,14,,,,,,,,,,,,,,,1
Fall 2016,Education,Counseling, 840,001,"Wester,Stephen R",14,14,100.0%,3.929,13,,,1,,,,,,,,,,,,
Fall 2016,Education,Counseling, 840,Course Total,Course Total,14,14,100.0%,3.929,13,,,1,,,,,,,,,,,,
Fall 2016,Education,Counseling, 970,001,"Hains,Anthony A",9,9,100.0%,3.963,8,1,,,,,,,,,,,,,,
Fall 2016,Education,Counseling, 970,Course Total,Course Total,9,9,100.0%,3.963,8,1,,,,,,,,,,,,,,
Fall 2016,Education,Counseling, 975,002,"Sapp,Marty",6,6,100.0%,,,,,,,,,,,,,,,,,6
Fall 2016,Education,Counseling, 975,Course Total,Course Total,6,6,100.0%,,,,,,,,,,,,,,,,,6
Fall 2016,Education,Counseling, 976,002,"Sapp,Marty",7,7,100.0%,,,,,,,,,,,,,,,,,7
Fall 2016,Education,Counseling, 976,Course Total,Course Total,7,7,100.0%,,,,,,,,,,,,,,,,,7
Fall 2016,Education,Counseling, 977,001,"Fouad,Nadya A",6,6,100.0%,,,,,,,,,,,,,,,,,6
Fall 2016,Education,Counseling, 977,Course Total,Course Total,6,6,100.0%,,,,,,,,,,,,,,,,,6
Fall 2016,Education,Curriculum and Instruction, 111,001,"Lucius,Barbara A",20,20,100.0%,3.184,8,2,4,1,1,,1,2,,,,1,,,,
Fall 2016,Education,Curriculum and Instruction, 111,003,"Lucius,Barbara A",22,21,95.5%,3.365,9,3,3,3,1,,1,,,,,1,,,,
Fall 2016,Education,Curriculum and Instruction, 111,004,"Lucius,Barbara A",19,18,94.7%,2.962,6,1,4,1,1,2,1,,,,,2,1,,,
Fall 2016,Education,Curriculum and Instruction, 111,005,"Habeck,Tania C",21,20,95.2%,3.067,9,2,2,1,1,1,,1,,1,1,1,1,,,
Fall 2016,Education,Curriculum and Instruction, 111,Course Total,Course Total,82,79,96.3%,3.152,32,8,13,6,4,3,3,3,,1,1,5,2,,,
Fall 2016,Education,Curriculum and Instruction, 112,001,"Lucius,Barbara A",20,19,95.0%,3.072,6,5,1,2,,,1,2,,,2,,,,,
Fall 2016,Education,Curriculum and Instruction, 112,003,"Lucius,Barbara A",20,20,100.0%,2.685,5,4,,3,1,1,,1,,2,2,1,,,,
Fall 2016,Education,Curriculum and Instruction, 112,004,"Habeck,Tania C",21,20,95.2%,2.667,9,2,,1,,1,1,1,,1,,4,,,,
Fall 2016,Education,Curriculum and Instruction, 112,005,"Lucius,Barbara A",22,19,86.4%,3.210,8,,5,1,,,3,2,,,,,1,,,
Fall 2016,Education,Curriculum and Instruction, 112,Course Total,Course Total,83,78,94.0%,2.902,28,11,6,7,1,2,5,6,,3,4,5,1,,,
Fall 2016,Education,Curriculum and Instruction, 140,001,"Bachrodt,Kira M",31,27,87.1%,3.494,21,2,,1,,,,,,,,3,3,,,
Fall 2016,Education,Curriculum and Instruction, 140,002,"Bachrodt,Kira M",33,33,100.0%,3.848,28,2,1,1,,,,,1,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 140,Course Total,Course Total,64,60,93.8%,3.689,49,4,1,2,,,,,1,,,3,3,,,
Fall 2016,Education,Curriculum and Instruction, 233,001,"Sonnenberg,Barbara A",24,24,100.0%,3.598,17,2,1,,2,1,,,,,,1,,,,
Fall 2016,Education,Curriculum and Instruction, 233,002,"Meineke,Hannah Ruth",24,22,91.7%,3.183,6,6,3,1,2,,2,1,,,,1,1,,,
Fall 2016,Education,Curriculum and Instruction, 233,003,"Salamati,Cynthia Jean",26,24,92.3%,2.473,3,2,3,5,1,2,1,1,1,,4,1,1,,,
Fall 2016,Education,Curriculum and Instruction, 233,294,"Barth Walczak,Laurie L",23,20,87.0%,3.267,11,,1,3,3,,,,,1,,1,,,,
Fall 2016,Education,Curriculum and Instruction, 233,295,"Meineke,Hannah Ruth",18,15,83.3%,2.289,2,2,,2,1,2,1,1,1,,1,2,,,,
Fall 2016,Education,Curriculum and Instruction, 233,Course Total,Course Total,115,105,91.3%,3.004,39,12,8,11,9,5,4,3,2,1,5,6,2,,,
Fall 2016,Education,Curriculum and Instruction, 240,401,"Sedivy,Lynn Sara",38,38,100.0%,3.641,30,5,,,,,,,,,,3,,,,
Fall 2016,Education,Curriculum and Instruction, 240,Course Total,Course Total,38,38,100.0%,3.641,30,5,,,,,,,,,,3,,,,
Fall 2016,Education,Curriculum and Instruction, 300,001,"Saffold,Felicia",22,22,100.0%,3.561,13,3,2,2,1,,,,,,,1,,,,
Fall 2016,Education,Curriculum and Instruction, 300,002,"Saffold,Felicia",25,23,92.0%,2.318,4,1,3,,,4,4,1,1,2,2,1,1,,,
Fall 2016,Education,Curriculum and Instruction, 300,003,"Hessel,Angela T",24,23,95.8%,3.394,16,,,1,2,1,,,,,,2,,,,1
Fall 2016,Education,Curriculum and Instruction, 300,Course Total,Course Total,71,68,95.8%,3.080,33,4,5,3,3,5,4,1,1,2,2,4,1,,,1
Fall 2016,Education,Curriculum and Instruction, 301,001,"Kucharski,Laura J",10,10,100.0%,3.400,3,2,2,2,,,1,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 301,002,"Kucharski,Laura J",19,18,94.7%,3.111,4,5,4,2,,1,,,,,,2,,,,
Fall 2016,Education,Curriculum and Instruction, 301,Course Total,Course Total,29,28,96.6%,3.214,7,7,6,4,,1,1,,,,,2,,,,
Fall 2016,Education,Curriculum and Instruction, 302,001,"Osvatic,Anita Zrinka",24,24,100.0%,3.821,12,11,1,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 302,002,"Sullivan,Carrie A",9,9,100.0%,3.779,5,3,,1,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 302,Course Total,Course Total,33,33,100.0%,3.809,17,14,1,1,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 306,101,"Peters,Christie A",30,30,100.0%,3.911,26,3,,,,1,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 306,Course Total,Course Total,30,30,100.0%,3.911,26,3,,,,1,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 307,101,"Peters,Christie A",15,15,100.0%,3.733,13,,,,,,2,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 307,Course Total,Course Total,15,15,100.0%,3.733,13,,,,,,2,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 312,001,"File,Nancy K",30,29,96.7%,3.207,4,7,5,10,1,,1,,,,,1,,,,
Fall 2016,Education,Curriculum and Instruction, 312,002,"File,Nancy K",36,35,97.2%,3.067,3,6,5,12,6,,1,,2,,,,1,,,
Fall 2016,Education,Curriculum and Instruction, 312,Course Total,Course Total,66,64,97.0%,3.131,7,13,10,22,7,,2,,2,,,1,1,,,
Fall 2016,Education,Curriculum and Instruction, 320,001,"Johnson,Les Tyler",27,26,96.3%,3.962,24,1,1,,,,,,,,,,1,,,
Fall 2016,Education,Curriculum and Instruction, 320,Course Total,Course Total,27,26,96.3%,3.962,24,1,1,,,,,,,,,,1,,,
Fall 2016,Education,Curriculum and Instruction, 323,001,"Williamson,Joanne M",25,24,96.0%,3.916,21,,3,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 323,003,"DeRose,John Joseph",19,17,89.5%,3.352,2,3,6,6,,,,,,,,,2,,,
Fall 2016,Education,Curriculum and Instruction, 323,004,"Hawkins,Jeffrey M",14,14,100.0%,3.821,9,2,1,1,,,,,,,,,,,,1
Fall 2016,Education,Curriculum and Instruction, 323,Course Total,Course Total,58,55,94.8%,3.716,32,5,10,7,,,,,,,,,2,,,1
Fall 2016,Education,Curriculum and Instruction, 327,001,"Posnanski,Tracy John",15,15,100.0%,3.978,14,1,,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 327,Course Total,Course Total,15,15,100.0%,3.978,14,1,,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 328,001,"Berg,Craig A",15,15,100.0%,3.311,9,1,,3,,,,,,1,,1,,,,
Fall 2016,Education,Curriculum and Instruction, 328,Course Total,Course Total,15,15,100.0%,3.311,9,1,,3,,,,,,1,,1,,,,
Fall 2016,Education,Curriculum and Instruction, 330,001,"Hedges,Melissa E",20,20,100.0%,3.484,10,4,2,2,,1,,,,,,1,,,,
Fall 2016,Education,Curriculum and Instruction, 330,002,"Hedges,Melissa E",23,23,100.0%,3.131,6,7,1,3,2,2,,,,,,2,,,,
Fall 2016,Education,Curriculum and Instruction, 330,Course Total,Course Total,43,43,100.0%,3.295,16,11,3,5,2,3,,,,,,3,,,,
Fall 2016,Education,Curriculum and Instruction, 331,001,"Bertrand-Laduke,Jennifer M",18,18,100.0%,3.944,17,,,1,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 331,Course Total,Course Total,18,18,100.0%,3.944,17,,,1,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 332,001,"Huinker,DeAnn M",25,23,92.0%,3.870,17,3,3,,,,,,,,,,1,,,
Fall 2016,Education,Curriculum and Instruction, 332,Course Total,Course Total,25,23,92.0%,3.870,17,3,3,,,,,,,,,,1,,,
Fall 2016,Education,Curriculum and Instruction, 338,001,"Hamlin,Maria L",14,14,100.0%,3.556,7,1,,2,1,1,,,,,,,,,,2
Fall 2016,Education,Curriculum and Instruction, 338,002,"Hamlin,Maria L",25,25,100.0%,3.885,16,6,1,,,,,,,,,,,,,2
Fall 2016,Education,Curriculum and Instruction, 338,Course Total,Course Total,39,39,100.0%,3.772,23,7,1,2,1,1,,,,,,,,,,4
Fall 2016,Education,Curriculum and Instruction, 340,401,"Osvatic,Anita Zrinka",33,33,100.0%,3.677,27,2,1,,1,,,,,,,2,,,,
Fall 2016,Education,Curriculum and Instruction, 340,Course Total,Course Total,33,33,100.0%,3.677,27,2,1,,1,,,,,,,2,,,,
Fall 2016,Education,Curriculum and Instruction, 376,001,"Hessel,Angela T",19,19,100.0%,,,,,,,,,,,,,,,19,,
Fall 2016,Education,Curriculum and Instruction, 376,Course Total,Course Total,19,19,100.0%,,,,,,,,,,,,,,,19,,
Fall 2016,Education,Curriculum and Instruction, 377,001,"Lize,Kristine M",17,12,70.6%,,,,,,,,,,,,,,4,12,,
Fall 2016,Education,Curriculum and Instruction, 377,002,"Lize,Kristine M",9,5,55.6%,,,,,,,,,,,,,,,4,1,
Fall 2016,Education,Curriculum and Instruction, 377,Course Total,Course Total,26,17,65.4%,,,,,,,,,,,,,,4,16,1,
Fall 2016,Education,Curriculum and Instruction, 406,101,"Franczyk,Barbara J",25,25,100.0%,4.000,24,,,,,,,,,,,,,,,1
Fall 2016,Education,Curriculum and Instruction, 406,Course Total,Course Total,25,25,100.0%,4.000,24,,,,,,,,,,,,,,,1
Fall 2016,Education,Curriculum and Instruction, 407,101,"Hessel,Angela T",19,19,100.0%,3.352,8,4,2,2,,,,2,,1,,,,,,
Fall 2016,Education,Curriculum and Instruction, 407,Course Total,Course Total,19,19,100.0%,3.352,8,4,2,2,,,,2,,1,,,,,,
Fall 2016,Education,Curriculum and Instruction, 415,001,"Hawkins,Jeffrey M",14,14,100.0%,3.612,6,3,2,,,,,1,,,,,,1,,1
Fall 2016,Education,Curriculum and Instruction, 415,Course Total,Course Total,14,14,100.0%,3.612,6,3,2,,,,,1,,,,,,1,,1
Fall 2016,Education,Curriculum and Instruction, 440,401,"Smith,Elizabeth Sarah",26,25,96.2%,3.521,10,5,3,3,4,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 440,Course Total,Course Total,26,25,96.2%,3.521,10,5,3,3,4,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 443,001,"Joseph,Tatiana",12,12,100.0%,3.862,9,2,,1,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 443,Course Total,Course Total,12,12,100.0%,3.862,9,2,,1,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 471,001,"Post,Linda M",19,19,100.0%,3.945,15,3,,,,,,,,,,,,,,1
Fall 2016,Education,Curriculum and Instruction, 471,Course Total,Course Total,19,19,100.0%,3.945,15,3,,,,,,,,,,,,,,1
Fall 2016,Education,Curriculum and Instruction, 499,003,"Berg,Craig A",17,17,100.0%,3.612,9,2,,,,,,,,,,1,,,,5
Fall 2016,Education,Curriculum and Instruction, 499,Course Total,Course Total,17,17,100.0%,3.612,9,2,,,,,,,,,,1,,,,5
Fall 2016,Education,Curriculum and Instruction, 501,001,"Sedivy,Lynn Sara",23,23,100.0%,3.217,10,2,3,2,1,,2,1,1,1,,,,,,
Fall 2016,Education,Curriculum and Instruction, 501,002,"Stone,Mary B",21,21,100.0%,3.762,10,7,4,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 501,Course Total,Course Total,44,44,100.0%,3.478,20,9,7,2,1,,2,1,1,1,,,,,,
Fall 2016,Education,Curriculum and Instruction, 502,001,"Evans,Leanne Mary",27,27,100.0%,3.852,22,4,,,,,,,1,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 502,002,"Evans,Leanne Mary",13,13,100.0%,3.872,9,3,1,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 502,Course Total,Course Total,40,40,100.0%,3.859,31,7,1,,,,,,1,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 504,001,"Gwiazdowski,Christine A",29,28,96.6%,3.072,10,4,1,3,3,3,2,,,,,2,,,,
Fall 2016,Education,Curriculum and Instruction, 504,Course Total,Course Total,29,28,96.6%,3.072,10,4,1,3,3,3,2,,,,,2,,,,
Fall 2016,Education,Curriculum and Instruction, 505,002,"Kilp,Frederick J",30,29,96.7%,3.758,23,,3,1,,1,,1,,,,,1,,,
Fall 2016,Education,Curriculum and Instruction, 505,Course Total,Course Total,30,29,96.7%,3.758,23,,3,1,,1,,1,,,,,1,,,
Fall 2016,Education,Curriculum and Instruction, 510,001,"Scott,Thomas L",17,17,100.0%,3.922,15,1,,1,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 510,002,"Berg,Craig A",34,34,100.0%,3.893,25,8,,1,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 510,Course Total,Course Total,51,51,100.0%,3.907,40,9,,2,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 511,001,"Valent,Edward C",14,14,100.0%,3.668,7,5,1,,,,,1,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 511,002,"Robinson,Latrice A",25,25,100.0%,3.894,21,2,,2,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 511,Course Total,Course Total,39,39,100.0%,3.813,28,7,1,2,,,,1,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 512,001,"Mueller,Jennifer J",20,19,95.0%,3.737,12,4,1,,1,1,,,,,,,1,,,
Fall 2016,Education,Curriculum and Instruction, 512,002,"Castellon,Jesus",15,15,100.0%,3.423,8,5,,,,,,,,1,,1,,,,
Fall 2016,Education,Curriculum and Instruction, 512,Course Total,Course Total,35,34,97.1%,3.599,20,9,1,,1,1,,,,1,,1,1,,,
Fall 2016,Education,Curriculum and Instruction, 516,001,"Steele,Michael D",8,8,100.0%,3.500,7,,,,,,,,,,,1,,,,
Fall 2016,Education,Curriculum and Instruction, 516,003,"Salamati,Cynthia Jean",17,16,94.1%,3.751,9,4,2,,1,,,,,,,,1,,,
Fall 2016,Education,Curriculum and Instruction, 516,004,"Berg,Craig A",23,23,100.0%,3.638,17,4,,,,,,,,1,,1,,,,
Fall 2016,Education,Curriculum and Instruction, 516,Course Total,Course Total,48,47,97.9%,3.671,33,8,2,,1,,,,,1,,2,1,,,
Fall 2016,Education,Curriculum and Instruction, 519,003,"Berg,Craig A",23,23,100.0%,3.479,16,3,1,,,,,,,1,1,1,,,,
Fall 2016,Education,Curriculum and Instruction, 519,Course Total,Course Total,23,23,100.0%,3.479,16,3,1,,,,,,,1,1,1,,,,
Fall 2016,Education,Curriculum and Instruction, 525,101,"Mills,James Martin",6,6,100.0%,3.612,4,,,1,1,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 525,Course Total,Course Total,6,6,100.0%,3.612,4,,,1,1,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 532,001,"Steele,Michael D",11,11,100.0%,3.000,4,1,3,,1,,,,,,1,1,,,,
Fall 2016,Education,Curriculum and Instruction, 532,Course Total,Course Total,11,11,100.0%,3.000,4,1,3,,1,,,,,,1,1,,,,
Fall 2016,Education,Curriculum and Instruction, 534,001,"Giese,Nicole Kristin",24,24,100.0%,3.903,21,1,,2,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 534,002,"Smith,Elizabeth Sarah",12,12,100.0%,3.918,9,3,,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 534,Course Total,Course Total,36,36,100.0%,3.908,30,4,,2,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 536,101,"Cashman,Jade N",30,30,100.0%,3.711,24,,,4,,,,2,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 536,Course Total,Course Total,30,30,100.0%,3.711,24,,,4,,,,2,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 537,001,"Franczyk,Barbara J",18,17,94.4%,3.961,16,,1,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 537,Course Total,Course Total,18,17,94.4%,3.961,16,,1,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 538,001,"Sonnenberg,Barbara A",26,26,100.0%,3.987,25,1,,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 538,Course Total,Course Total,26,26,100.0%,3.987,25,1,,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 540,401,"Smith,Elizabeth Sarah",37,37,100.0%,3.536,20,9,1,4,,,1,,,,,2,,,,
Fall 2016,Education,Curriculum and Instruction, 540,Course Total,Course Total,37,37,100.0%,3.536,20,9,1,4,,,1,,,,,2,,,,
Fall 2016,Education,Curriculum and Instruction, 541,001,"Sedivy,Lynn Sara",31,31,100.0%,3.453,18,8,,1,1,,,,,,,3,,,,
Fall 2016,Education,Curriculum and Instruction, 541,002,"Schoenbeck,Jon Steven",25,24,96.0%,3.501,12,7,1,1,,1,,1,,,,1,,,,
Fall 2016,Education,Curriculum and Instruction, 541,Course Total,Course Total,56,55,98.2%,3.474,30,15,1,2,1,1,,1,,,,4,,,,
Fall 2016,Education,Curriculum and Instruction, 542,001,"Lopez Jauregui,Gabriel",17,17,100.0%,3.867,12,2,,,1,,,,,,,,,,,2
Fall 2016,Education,Curriculum and Instruction, 542,Course Total,Course Total,17,17,100.0%,3.867,12,2,,,1,,,,,,,,,,,2
Fall 2016,Education,Curriculum and Instruction, 545,001,"Doerr-Stevens,Candance M",26,24,92.3%,3.834,16,6,1,,1,,,,,,,,1,,,
Fall 2016,Education,Curriculum and Instruction, 545,293,"Doerr-Stevens,Candance M",26,25,96.2%,3.587,17,3,1,1,1,,,1,,,,1,1,,,
Fall 2016,Education,Curriculum and Instruction, 545,Course Total,Course Total,52,49,94.2%,3.708,33,9,2,1,2,,,1,,,,1,2,,,
Fall 2016,Education,Curriculum and Instruction, 546,001,"Romero,Kimberly Ann",23,21,91.3%,3.901,15,4,1,,,,,,,,,,,,,1
Fall 2016,Education,Curriculum and Instruction, 546,Course Total,Course Total,23,21,91.3%,3.901,15,4,1,,,,,,,,,,,,,1
Fall 2016,Education,Curriculum and Instruction, 556,001,"Peters,Christie A",28,28,100.0%,3.845,22,2,2,1,1,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 556,Course Total,Course Total,28,28,100.0%,3.845,22,2,2,1,1,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 557,001,"Peters,Christie A",18,17,94.4%,3.706,15,,,,,,1,,,1,,,,,,
Fall 2016,Education,Curriculum and Instruction, 557,Course Total,Course Total,18,17,94.4%,3.706,15,,,,,,1,,,1,,,,,,
Fall 2016,Education,Curriculum and Instruction, 558,001,"Post,Linda M",25,25,100.0%,3.907,21,2,1,1,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 558,Course Total,Course Total,25,25,100.0%,3.907,21,2,1,1,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 585,291,"Howe,Catherine E.",18,17,94.4%,3.138,6,1,3,1,4,,1,,,,,1,,,,
Fall 2016,Education,Curriculum and Instruction, 585,Course Total,Course Total,18,17,94.4%,3.138,6,1,3,1,4,,1,,,,,1,,,,
Fall 2016,Education,Curriculum and Instruction, 601,001,"Smith,Elizabeth Sarah",24,23,95.8%,3.971,21,2,,,,,,,,,,,1,,,
Fall 2016,Education,Curriculum and Instruction, 601,Course Total,Course Total,24,23,95.8%,3.971,21,2,,,,,,,,,,,1,,,
Fall 2016,Education,Curriculum and Instruction, 640,001,"Smith,Elizabeth Sarah",25,24,96.0%,3.843,18,2,2,,1,,,,,,,,1,,,1
Fall 2016,Education,Curriculum and Instruction, 640,Course Total,Course Total,25,24,96.0%,3.843,18,2,2,,1,,,,,,,,1,,,1
Fall 2016,Education,Curriculum and Instruction, 643,001,"Habeck,Tania C",11,10,90.9%,3.967,9,1,,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 643,Course Total,Course Total,11,10,90.9%,3.967,9,1,,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 650,291,"Scott,Thomas L",21,17,81.0%,3.647,8,5,1,,1,,1,,,,,,,,,1
Fall 2016,Education,Curriculum and Instruction, 650,Course Total,Course Total,21,17,81.0%,3.647,8,5,1,,1,,1,,,,,,,,,1
Fall 2016,Education,Curriculum and Instruction, 651,001,"Osvatic,Anita Zrinka",21,21,100.0%,3.333,16,,,2,,,,,,,,3,,,,
Fall 2016,Education,Curriculum and Instruction, 651,Course Total,Course Total,21,21,100.0%,3.333,16,,,2,,,,,,,,3,,,,
Fall 2016,Education,Curriculum and Instruction, 655,001,"Schoenbeck,Jon Steven",17,15,88.2%,3.333,8,1,2,,,1,1,,,,,1,,,,1
Fall 2016,Education,Curriculum and Instruction, 655,Course Total,Course Total,17,15,88.2%,3.333,8,1,2,,,1,1,,,,,1,,,,1
Fall 2016,Education,Curriculum and Instruction, 658,001,"Scott,Thomas L",18,18,100.0%,3.648,11,2,2,2,,,,1,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 658,Course Total,Course Total,18,18,100.0%,3.648,11,2,2,2,,,,1,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 659,001,"Hussa,Jennifer Ann",21,21,100.0%,3.682,12,4,3,1,,1,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 659,Course Total,Course Total,21,21,100.0%,3.682,12,4,3,1,,1,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 714,001,"Zientek,Amy Jean",10,10,100.0%,3.867,9,,,,1,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 714,Course Total,Course Total,10,10,100.0%,3.867,9,,,,1,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 715,101,"Jones,Nicole Linsey",14,13,92.9%,3.949,11,2,,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 715,291,"Friis,Michael Thomas",20,19,95.0%,3.912,17,,1,1,,,,,,,,,1,,,
Fall 2016,Education,Curriculum and Instruction, 715,Course Total,Course Total,34,32,94.1%,3.927,28,2,1,1,,,,,,,,,1,,,
Fall 2016,Education,Curriculum and Instruction, 716,291,"Hawkins,Jeffrey M",24,23,95.8%,3.667,8,9,4,2,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 716,Course Total,Course Total,24,23,95.8%,3.667,8,9,4,2,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 729,001,"Mueller,Jennifer J",26,26,100.0%,3.987,24,1,,,,,,,,,,,,,,1
Fall 2016,Education,Curriculum and Instruction, 729,Course Total,Course Total,26,26,100.0%,3.987,24,1,,,,,,,,,,,,,,1
Fall 2016,Education,Curriculum and Instruction, 747,291,"Habeck,Tania C",11,11,100.0%,4.000,11,,,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 747,Course Total,Course Total,11,11,100.0%,4.000,11,,,,,,,,,,,,,,,
Fall 2016,Education,Curriculum and Instruction, 754,291,"Pasternak,Donna L",8,8,100.0%,3.945,5,1,,,,,,,,,,,,,1,1
Fall 2016,Education,Curriculum and Instruction, 754,Course Total,Course Total,8,8,100.0%,3.945,5,1,,,,,,,,,,,,,1,1
Fall 2016,Education,Curriculum and Instruction, 761,101,"Huinker,DeAnn M",17,16,94.1%,4.000,14,,,,,,,,,,,,1,,,2
Fall 2016,Education,Curriculum and Instruction, 761,Course Total,Course Total,17,16,94.1%,4.000,14,,,,,,,,,,,,1,,,2
Fall 2016,Education,Curriculum and Instruction, 864,001,"Steele,Michael D",10,9,90.0%,3.750,5,1,1,1,,,,,,,,,,,,1
