Stu Strm Ldesc,Ag Area Sdesc,Cla Subject Ldesc,Cla Catalog Nbr,Cla Class Section,Cla Instructor Name,Official Enrollmt,Grades Received,Grades Pct of Enrolled,gpa,A,A-,B+,B,B- ,C+,C,C- ,D+,D,D- ,"F, F+",W,Cr,Nc,Other
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 204,001,"Daley,Jane Hampden",20,20,100.0%,2.867,,6,3,1,3,3,3,,1,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 204,002,"Daley,Jane Hampden",16,16,100.0%,2.875,,3,3,2,3,3,2,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 204,Course Total,Course Total,36,36,100.0%,2.871,,9,6,3,6,6,5,,1,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 207,401,"Rockow,Joette E",39,39,100.0%,3.026,8,7,5,6,3,2,5,1,1,,,1,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 207,Course Total,Course Total,39,39,100.0%,3.026,8,7,5,6,3,2,5,1,1,,,1,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 212,001,"Luljak,Thomas P",11,10,90.9%,3.934,8,2,,,,,,,,,,,1,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 212,Course Total,Course Total,11,10,90.9%,3.934,8,2,,,,,,,,,,,1,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 231,801,"Woods,Malcolm M",15,12,80.0%,3.139,2,2,2,4,1,,,,,1,,,3,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 231,802,"Brud,Edward K",16,16,100.0%,3.522,7,6,1,1,,,,,,,,1,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 231,Course Total,Course Total,31,28,90.3%,3.358,9,8,3,5,1,,,,,1,,1,3,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 262,001,"Lohman,Eric Ross",13,13,100.0%,3.026,1,2,2,4,2,,2,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 262,Course Total,Course Total,13,13,100.0%,3.026,1,2,2,4,2,,2,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 306,001,"Gunn,Harold E",17,17,100.0%,3.459,7,4,2,2,,,,,,,,1,,,1,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 306,002,"Marble,Jessica V",12,12,100.0%,3.307,4,3,1,2,1,,,,,,1,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 306,Course Total,Course Total,29,29,100.0%,3.394,11,7,3,4,1,,,,,,1,1,,,1,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 307,001,"Brandt,Kevin J.",15,15,100.0%,3.333,2,3,7,1,1,,1,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 307,002,"Leonard-tackett,Jacqueline M",15,15,100.0%,2.890,,2,,6,5,2,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 307,003,"Leonard-tackett,Jacqueline M",16,16,100.0%,2.833,,1,4,5,3,1,1,,,1,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 307,Course Total,Course Total,46,46,100.0%,3.015,2,6,11,12,9,3,2,,,1,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 320,001,"Mcbride,Jessica M",20,20,100.0%,3.301,7,5,3,2,,,,1,,2,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 320,002,"Mcbride,Jessica M",6,6,100.0%,2.722,2,,,1,,1,1,,,1,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 320,Course Total,Course Total,26,26,100.0%,3.167,9,5,3,3,,1,1,1,,3,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 336,801,"Tasman,Marc A",14,12,85.7%,3.807,6,5,1,,,,,,,,,,1,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 336,Course Total,Course Total,14,12,85.7%,3.807,6,5,1,,,,,,,,,,1,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 342,001,"Marble,Jessica V",12,12,100.0%,3.640,5,4,1,1,1,,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 342,Course Total,Course Total,12,12,100.0%,3.640,5,4,1,1,1,,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 360,201,"Smith,Jeffery A",83,76,91.6%,2.640,6,20,12,7,7,4,3,,3,1,1,11,5,,,1
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 360,Course Total,Course Total,83,76,91.6%,2.640,6,20,12,7,7,4,3,,3,1,1,11,5,,,1
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 361,201,"Bergeson-Gallun,Theresa M",33,31,93.9%,2.871,4,4,4,10,1,2,3,1,,,,2,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 361,Course Total,Course Total,33,31,93.9%,2.871,4,4,4,10,1,2,3,1,,,,2,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 380,001,"Rockow,Joette E",26,25,96.2%,3.264,3,7,7,4,1,,1,,,,1,,,,,1
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 380,002,"Jurek,Rachael L",16,16,100.0%,3.542,10,3,1,,,1,,,,,,1,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 380,003,"Marble,Jessica V",16,16,100.0%,3.521,9,1,3,1,,,1,1,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 380,Course Total,Course Total,58,57,98.3%,3.417,22,11,11,5,1,1,2,1,,,1,1,,,,1
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 500,801,"Mcbride,Jessica M",15,15,100.0%,2.956,3,3,1,2,1,1,3,,,1,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 500,Course Total,Course Total,15,15,100.0%,2.956,3,3,1,2,1,1,3,,,1,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 505,001,"Jurek,Rachael L",29,29,100.0%,3.288,8,9,3,3,2,1,1,,,1,1,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 505,Course Total,Course Total,29,29,100.0%,3.288,8,9,3,3,2,1,1,,,1,1,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 524,001,"Leonard-tackett,Jacqueline M",17,17,100.0%,3.312,1,3,10,1,1,1,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 524,002,"Jurek,Rachael L",15,15,100.0%,3.534,3,6,3,3,,,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 524,003,"Rockow,Joette E",8,8,100.0%,3.416,2,2,2,1,,1,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 524,Course Total,Course Total,40,40,100.0%,3.416,6,11,15,5,1,2,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 559,201,"Pritchard,David H",34,31,91.2%,2.666,8,,1,6,2,2,7,,4,,,1,2,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 559,202,"Pritchard,David H",32,27,84.4%,2.525,5,,1,6,1,2,6,1,1,2,,1,2,,,1
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 559,Course Total,Course Total,66,58,87.9%,2.602,13,,2,12,3,4,13,1,5,2,,2,4,,,1
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 562,001,"Blasiola,Stacy Elizabeth",20,20,100.0%,3.784,10,7,3,,,,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 562,Course Total,Course Total,20,20,100.0%,3.784,10,7,3,,,,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 600,101,"Jurek,Rachael L",19,19,100.0%,3.861,12,6,1,,,,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 600,Course Total,Course Total,19,19,100.0%,3.861,12,6,1,,,,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 602,001,"Daley,Jane Hampden",14,14,100.0%,3.335,6,3,,1,2,,,2,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 602,002,"Marble,Jessica V",7,7,100.0%,3.334,2,2,1,1,,,,1,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 602,Course Total,Course Total,21,21,100.0%,3.335,8,5,1,2,2,,,3,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 660,003,"Newman,Michael Z",16,15,93.8%,3.111,5,1,2,2,,1,4,,,,,,1,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 660,004,"Lohman,Eric Ross",13,13,100.0%,2.897,1,2,3,1,1,3,1,1,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 660,005,"Lohman,Eric Ross",17,16,94.1%,2.978,3,1,6,1,,3,1,,,,,1,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 660,Course Total,Course Total,46,44,95.7%,2.999,9,4,11,4,1,7,6,1,,,,1,1,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 661,001,"Levine,Elana H",17,16,94.1%,3.376,6,3,,3,3,,1,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 661,002,"Allen,David S",17,16,94.1%,3.146,3,5,4,1,1,,,,,1,,1,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 661,Course Total,Course Total,34,32,94.1%,3.261,9,8,4,4,4,,1,,,1,,1,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 700,001,"Levine,Elana H",13,12,92.3%,3.556,4,3,2,3,,,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 700,Course Total,Course Total,13,12,92.3%,3.556,4,3,2,3,,,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 701,001,"Pritchard,David H",8,7,87.5%,3.144,1,1,,3,2,,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 701,Course Total,Course Total,8,7,87.5%,3.144,1,1,,3,2,,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 815,001,"Popp,Richard K",6,6,100.0%,3.890,4,2,,,,,,,,,,,,,,
Fall 2016,L&S,Jrnalism/Advertising/Media Std, 815,Course Total,Course Total,6,6,100.0%,3.890,4,2,,,,,,,,,,,,,,
Fall 2016,L&S,Korean, 101,001,"Lee,Sooyeon",15,14,93.3%,3.738,10,1,1,1,,1,,,,,,,1,,,
Fall 2016,L&S,Korean, 101,002,"Lee,Sooyeon",16,13,81.3%,2.806,5,2,1,1,,,,,,,,3,2,1,,
Fall 2016,L&S,Korean, 101,Course Total,Course Total,31,27,87.1%,3.308,15,3,2,2,,1,,,,,,3,3,1,,
Fall 2016,L&S,Korean, 201,001,"Lee,Sooyeon",16,15,93.8%,3.134,3,5,1,2,1,2,,,,,,1,,,,
Fall 2016,L&S,Korean, 201,Course Total,Course Total,16,15,93.8%,3.134,3,5,1,2,1,2,,,,,,1,,,,
Fall 2016,L&S,L&S-Natural Science, 120,001,"Geissinger,Peter",63,59,93.7%,3.271,40,,,7,,,6,,,,,6,3,,,
Fall 2016,L&S,L&S-Natural Science, 120,Course Total,Course Total,63,59,93.7%,3.271,40,,,7,,,6,,,,,6,3,,,
Fall 2016,L&S,L&S-Social Sciences, 268,001,"Bloch,Bradley J",7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
Fall 2016,L&S,L&S-Social Sciences, 268,Course Total,Course Total,7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
Fall 2016,L&S,L&S-Social Sciences, 291,002,"Esguerra,Kyla M",10,10,100.0%,4.000,10,,,,,,,,,,,,,,,
Fall 2016,L&S,L&S-Social Sciences, 291,Course Total,Course Total,10,10,100.0%,4.000,10,,,,,,,,,,,,,,,
Fall 2016,L&S,"Lat Am, Caribb, & US Latin@ St", 201,001,"Martin,Jeanette",18,17,94.4%,2.793,1,3,,3,4,2,2,,1,,,,,,,1
Fall 2016,L&S,"Lat Am, Caribb, & US Latin@ St", 201,Course Total,Course Total,18,17,94.4%,2.793,1,3,,3,4,2,2,,1,,,,,,,1
Fall 2016,L&S,Latin, 103,001,"Wesolowski,Deanna L",22,20,90.9%,2.138,4,3,,1,,1,1,,1,,1,5,1,,,3
Fall 2016,L&S,Latin, 103,002,"Wesolowski,Deanna L",9,8,88.9%,2.612,2,,,1,1,,1,,,,,1,1,,1,1
Fall 2016,L&S,Latin, 103,Course Total,Course Total,31,28,90.3%,2.261,6,3,,2,1,1,2,,1,,1,6,2,,1,4
Fall 2016,L&S,Latino Studies, 101,001,"Hernandez,Kimberly L",31,29,93.5%,2.334,4,3,2,3,4,1,3,1,1,3,,4,2,,,
Fall 2016,L&S,Latino Studies, 101,Course Total,Course Total,31,29,93.5%,2.334,4,3,2,3,4,1,3,1,1,3,,4,2,,,
Fall 2016,L&S,"Lesbian, Gay, Bisexual, Trnsgn", 200,001,"Kies,Bridget",39,38,97.4%,2.757,8,7,3,5,2,,7,,,,,5,1,,,1
Fall 2016,L&S,"Lesbian, Gay, Bisexual, Trnsgn", 200,202,"Wray,Tobias L",38,34,89.5%,2.941,12,7,2,4,,1,2,,1,,,5,3,,,
Fall 2016,L&S,"Lesbian, Gay, Bisexual, Trnsgn", 200,Course Total,Course Total,77,72,93.5%,2.845,20,14,5,9,2,1,9,,1,,,10,4,,,1
Fall 2016,L&S,"Lesbian, Gay, Bisexual, Trnsgn", 275,001,"Monson,Tyler S",9,8,88.9%,3.168,1,3,,2,,1,1,,,,,,1,,,
Fall 2016,L&S,"Lesbian, Gay, Bisexual, Trnsgn", 275,Course Total,Course Total,9,8,88.9%,3.168,1,3,,2,,1,1,,,,,,1,,,
Fall 2016,L&S,Linguistics, 100,001,"Kiskunas,Laura Catherine",25,25,100.0%,3.787,18,5,,,,1,1,,,,,,,,,
Fall 2016,L&S,Linguistics, 100,006,"Kiskunas,Laura Catherine",26,25,96.2%,2.889,10,2,1,2,2,1,1,,,3,,2,1,1,,
Fall 2016,L&S,Linguistics, 100,203,"Park,Ho Eun",25,24,96.0%,2.811,8,1,2,4,2,1,,,2,,,3,,,1,
Fall 2016,L&S,Linguistics, 100,204,"Park,Ho Eun",25,25,100.0%,2.427,1,3,3,7,3,,2,,2,,,4,,,,
Fall 2016,L&S,Linguistics, 100,405,"Fleisher,Nicholas A",101,78,77.2%,2.476,15,9,7,9,2,3,11,2,,4,1,12,12,,,3
Fall 2016,L&S,Linguistics, 100,Course Total,Course Total,202,177,87.6%,2.762,52,20,13,22,9,6,15,2,4,7,1,21,13,1,1,3
Fall 2016,L&S,Linguistics, 210,001,"Bonfatti Sabbioni,Maria Teresa",25,25,100.0%,3.040,11,1,4,4,,,,,1,1,1,2,,,,
Fall 2016,L&S,Linguistics, 210,202,"Bonfatti Sabbioni,Maria Teresa",20,19,95.0%,3.333,9,1,3,3,1,,1,,,,,1,,,,
Fall 2016,L&S,Linguistics, 210,203,"El Haimeur,Amal",26,24,92.3%,2.917,11,3,2,,,1,1,1,1,1,,3,1,,,
Fall 2016,L&S,Linguistics, 210,404,"Park,Hanyong",86,83,96.5%,2.911,17,7,15,17,7,9,1,2,,2,,6,2,,,
Fall 2016,L&S,Linguistics, 210,Course Total,Course Total,157,151,96.2%,2.986,48,12,24,24,8,10,3,3,2,4,1,12,3,,,
Fall 2016,L&S,Linguistics, 212,201,"Than,Thu Anh",12,12,100.0%,3.058,1,4,1,2,2,,,2,,,,,,,,
Fall 2016,L&S,Linguistics, 212,Course Total,Course Total,12,12,100.0%,3.058,1,4,1,2,2,,,2,,,,,,,,
Fall 2016,L&S,Linguistics, 350,001,"Eckman,Fred R",23,23,100.0%,3.407,15,2,,1,2,,,1,,1,,1,,,,
Fall 2016,L&S,Linguistics, 350,002,"Trinh,Tue H",18,15,83.3%,3.355,7,,,6,,1,1,,,,,,,,,
Fall 2016,L&S,Linguistics, 350,Course Total,Course Total,41,38,92.7%,3.386,22,2,,7,2,1,1,1,,1,,1,,,,
Fall 2016,L&S,Linguistics, 410,001,"Pucci,Sandra L",17,16,94.1%,3.251,9,2,,,1,1,1,1,,,,1,1,,,
Fall 2016,L&S,Linguistics, 410,Course Total,Course Total,17,16,94.1%,3.251,9,2,,,1,1,1,1,,,,1,1,,,
Fall 2016,L&S,Linguistics, 415,001,"Song,Jae Yung",14,14,100.0%,2.615,3,2,2,2,,,1,,,,,3,,,,1
Fall 2016,L&S,Linguistics, 415,Course Total,Course Total,14,14,100.0%,2.615,3,2,2,2,,,1,,,,,3,,,,1
Fall 2016,L&S,Linguistics, 440,001,"Pycha,Anne",10,8,80.0%,2.791,2,,1,2,1,1,,,,,,1,,,,
Fall 2016,L&S,Linguistics, 440,Course Total,Course Total,10,8,80.0%,2.791,2,,1,2,1,1,,,,,,1,,,,
Fall 2016,L&S,Linguistics, 450,001,"Park,Hanyong",26,22,84.6%,3.000,10,1,2,1,3,2,,,,,,3,3,,,
Fall 2016,L&S,Linguistics, 450,Course Total,Course Total,26,22,84.6%,3.000,10,1,2,1,3,2,,,,,,3,3,,,
Fall 2016,L&S,Linguistics, 464,001,"Ouali,Hamid",26,26,100.0%,2.693,10,3,,1,,1,3,3,1,,2,2,,,,
Fall 2016,L&S,Linguistics, 464,Course Total,Course Total,26,26,100.0%,2.693,10,3,,1,,1,3,3,1,,2,2,,,,
Fall 2016,L&S,Linguistics, 470,001,"Davis,Garry",11,11,100.0%,3.515,7,2,1,,,,,,,,,1,,,,
Fall 2016,L&S,Linguistics, 470,Course Total,Course Total,11,11,100.0%,3.515,7,2,1,,,,,,,,,1,,,,
Fall 2016,L&S,Linguistics, 560,001,"Pycha,Anne",8,8,100.0%,3.717,1,6,,,,,,,,,,,,,,1
Fall 2016,L&S,Linguistics, 560,Course Total,Course Total,8,8,100.0%,3.717,1,6,,,,,,,,,,,,,,1
Fall 2016,L&S,Linguistics, 570,001,"Pucci,Sandra L",11,10,90.9%,3.467,3,4,2,,,,,,1,,,,,,,
Fall 2016,L&S,Linguistics, 570,Course Total,Course Total,11,10,90.9%,3.467,3,4,2,,,,,,1,,,,,,,
Fall 2016,L&S,Linguistics, 708,001,"Ouali,Hamid",16,13,81.3%,3.847,8,4,1,,,,,,,,,,,,,
Fall 2016,L&S,Linguistics, 708,Course Total,Course Total,16,13,81.3%,3.847,8,4,1,,,,,,,,,,,,,
Fall 2016,L&S,Linguistics, 801,002,"Trinh,Tue H",6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
Fall 2016,L&S,Linguistics, 801,Course Total,Course Total,6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
Fall 2016,L&S,"M.A. in Lang, Lit, & Transltn", 700,001,"Alkhas,Anita J",7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
Fall 2016,L&S,"M.A. in Lang, Lit, & Transltn", 700,Course Total,Course Total,7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
Fall 2016,L&S,Mathematical Sciences,  92,001,"Madsen,Matthew A",20,19,95.0%,2.316,2,,,9,,,4,,,1,,3,,,,
Fall 2016,L&S,Mathematical Sciences,  92,003,"Adrian,Barton J",26,23,88.5%,2.696,4,,,11,,,6,,,1,,1,2,,,
Fall 2016,L&S,Mathematical Sciences,  92,004,"Madsen,Matthew A",27,26,96.3%,2.231,5,,,7,,,7,,,3,,4,1,,,
Fall 2016,L&S,Mathematical Sciences,  92,005,"Kohlmetz,Kelly K",27,22,81.5%,2.818,5,,,10,,,6,,,,,1,3,,,
Fall 2016,L&S,Mathematical Sciences,  92,006,"Lucas,Christine Ann",24,22,91.7%,2.500,4,,,7,,,8,,,2,,1,1,,,
Fall 2016,L&S,Mathematical Sciences,  92,007,"Lucas,Christine Ann",15,11,73.3%,2.091,2,,,3,,,3,,,,,3,3,,,
Fall 2016,L&S,Mathematical Sciences,  92,008,"Madsen,Matthew A",24,23,95.8%,2.565,7,,,8,,,3,,,1,,4,,,,
Fall 2016,L&S,Mathematical Sciences,  92,009,"Haulmark,Matthew Ryan",26,24,92.3%,2.625,7,,,5,,,9,,,2,,1,1,,,
Fall 2016,L&S,Mathematical Sciences,  92,010,"Cooley,Jeffrey M",26,22,84.6%,2.136,,,,9,,,10,,,,,3,3,,,
Fall 2016,L&S,Mathematical Sciences,  92,012,"Cooley,Jeffrey M",27,25,92.6%,2.480,5,,,8,,,9,,,,,3,1,,,
Fall 2016,L&S,Mathematical Sciences,  92,014,"Cooley,Jeffrey M",26,26,100.0%,1.962,2,,,6,,,11,,,3,,4,,,,
Fall 2016,L&S,Mathematical Sciences,  92,015,"Adrian,Barton J",26,25,96.2%,2.440,4,,,10,,,6,,,3,,2,,,,
Fall 2016,L&S,Mathematical Sciences,  92,016,"Gillen,Tyler J",26,22,84.6%,2.591,2,,,13,,,5,,,,,2,3,,,
Fall 2016,L&S,Mathematical Sciences,  92,017,"Lucas,Christine Ann",27,21,77.8%,2.714,5,,,8,,,6,,,1,,1,5,,,
Fall 2016,L&S,Mathematical Sciences,  92,018,"Adrian,Barton J",11,8,72.7%,2.500,1,,,3,,,3,,,1,,,1,,,
Fall 2016,L&S,Mathematical Sciences,  92,019,"Gillen,Tyler J",18,16,88.9%,1.938,1,,,3,,,8,,,2,,2,,,,
Fall 2016,L&S,Mathematical Sciences,  92,021,"Haulmark,Matthew Ryan",22,20,90.9%,2.150,2,,,7,,,5,,,4,,2,,,,
Fall 2016,L&S,Mathematical Sciences,  92,024,"Bolanowski,Don",24,20,83.3%,2.350,3,,,7,,,6,,,2,,2,1,,,
Fall 2016,L&S,Mathematical Sciences,  92,080,"Adrian,Barton J",13,13,100.0%,1.923,1,,,4,,,4,,,1,,3,,,,
Fall 2016,L&S,Mathematical Sciences,  92,087,"Lucas,Christine Ann",10,10,100.0%,1.700,,,,3,,,3,,,2,,2,,,,
Fall 2016,L&S,Mathematical Sciences,  92,Course Total,Course Total,445,398,89.4%,2.372,62,,,141,,,122,,,29,,44,25,,,
Fall 2016,L&S,Mathematical Sciences,  94,401,"Spink,Amanda Ruth",15,15,100.0%,2.733,6,,,3,,,3,,,2,,1,,,,
Fall 2016,L&S,Mathematical Sciences,  94,402,"Wojahn,Nathan",27,23,85.2%,1.783,2,,,8,,,3,,,3,,7,2,,,
Fall 2016,L&S,Mathematical Sciences,  94,404,"Wojahn,Nathan",16,16,100.0%,1.563,4,,,1,,,3,,,,,8,,,,
Fall 2016,L&S,Mathematical Sciences,  94,405,"Spink,Amanda Ruth",9,8,88.9%,2.625,2,,,3,,,2,,,,,1,,,,
Fall 2016,L&S,Mathematical Sciences,  94,406,"Dementieva,Ludmila I",24,23,95.8%,2.653,9,,,6,,,1,3,,,,4,,,,
Fall 2016,L&S,Mathematical Sciences,  94,407,"Rineck,Leah M",12,12,100.0%,1.583,3,,,1,,,1,,,2,,5,,,,
Fall 2016,L&S,Mathematical Sciences,  94,408,"Spink,Amanda Ruth",13,12,92.3%,3.667,9,,,2,,,1,,,,,,,,,
Fall 2016,L&S,Mathematical Sciences,  94,409,"Dementieva,Ludmila I",27,22,81.5%,2.485,6,,,7,,,4,1,,,,4,2,,,
Fall 2016,L&S,Mathematical Sciences,  94,410,"Dementieva,Ludmila I",25,23,92.0%,2.000,5,,,7,,,2,,,1,,8,1,,,
Fall 2016,L&S,Mathematical Sciences,  94,411,"Becker,Alison Elaine",25,24,96.0%,2.625,12,,,4,,,1,,,1,,6,,,,
Fall 2016,L&S,Mathematical Sciences,  94,412,"Nehls,Samuel Morris",26,25,96.2%,2.600,9,,,7,,,1,,,6,,2,,,,
Fall 2016,L&S,Mathematical Sciences,  94,413,"Breecher,Nyles Kirk",24,22,91.7%,2.227,7,,,5,,,2,,,2,,6,,,,
Fall 2016,L&S,Mathematical Sciences,  94,414,"Steltenpohl,Edward Donald",14,14,100.0%,3.214,6,,,6,,,1,,,1,,,,,,
Fall 2016,L&S,Mathematical Sciences,  94,415,"Wojahn,Nathan",25,22,88.0%,2.955,8,,,8,,,4,,,1,,1,2,,,
Fall 2016,L&S,Mathematical Sciences,  94,416,"Steltenpohl,Edward Donald",25,24,96.0%,2.833,14,,,2,,,2,,,2,,4,,,,
Fall 2016,L&S,Mathematical Sciences,  94,418,"Steltenpohl,Edward Donald",23,20,87.0%,2.950,8,,,5,,,6,,,,,1,1,,,
Fall 2016,L&S,Mathematical Sciences,  94,480,"Spink,Amanda Ruth",9,8,88.9%,3.125,3,,,4,,,,,,1,,,1,,,
Fall 2016,L&S,Mathematical Sciences,  94,481,"Steltenpohl,Edward Donald",9,9,100.0%,2.889,5,,,1,,,1,,,1,,1,,,,
Fall 2016,L&S,Mathematical Sciences,  94,482,"Spink,Amanda Ruth",16,15,93.8%,2.533,5,,,5,,,1,,,1,,3,,,,
Fall 2016,L&S,Mathematical Sciences,  94,484,"Wojahn,Nathan",8,7,87.5%,2.143,1,,,2,,,2,,,1,,1,1,,,
Fall 2016,L&S,Mathematical Sciences,  94,487,"Rineck,Leah M",11,11,100.0%,3.182,6,,,3,,,1,,,,,1,,,,
Fall 2016,L&S,Mathematical Sciences,  94,488,"Spink,Amanda Ruth",11,10,90.9%,2.200,3,,,1,,,3,,,1,,2,1,,,
Fall 2016,L&S,Mathematical Sciences,  94,Course Total,Course Total,394,365,92.6%,2.542,133,,,91,,,45,4,,26,,66,11,,,
Fall 2016,L&S,Mathematical Sciences,  98,001,"Freeman,Aubree Ann",29,26,89.7%,3.026,10,4,1,1,3,2,2,,,1,,2,,,,
Fall 2016,L&S,Mathematical Sciences,  98,004,"Evans,Ryan Durham",28,27,96.4%,3.309,16,3,1,3,,,1,,,,,3,,,,
Fall 2016,L&S,Mathematical Sciences,  98,005,"Nathan,Hayley Elizabeth",18,18,100.0%,3.390,6,7,1,2,,,1,,,,,1,,,,
Fall 2016,L&S,Mathematical Sciences,  98,007,"Nathan,Hayley Elizabeth",15,15,100.0%,3.089,9,1,2,,,,,,,,,3,,,,
Fall 2016,L&S,Mathematical Sciences,  98,009,"Evans,Ryan Durham",29,29,100.0%,3.609,18,3,3,1,2,1,,,,1,,,,,,
Fall 2016,L&S,Mathematical Sciences,  98,012,"Freeman,Aubree Ann",28,23,82.1%,3.333,8,4,4,,3,2,2,,,,,,1,,,
Fall 2016,L&S,Mathematical Sciences,  98,014,"Frederick,James M",29,27,93.1%,2.901,13,1,3,1,1,1,2,,,,1,4,2,,,
Fall 2016,L&S,Mathematical Sciences,  98,015,"Frederick,James M",11,11,100.0%,3.121,5,1,2,,,,2,,,,,1,,,,
Fall 2016,L&S,Mathematical Sciences,  98,017,"Frederick,James M",31,30,96.8%,3.067,12,4,2,5,,,3,1,,,,3,,,,
Fall 2016,L&S,Mathematical Sciences,  98,018,"Brooks,Jeffrey D.",28,25,89.3%,3.307,14,2,2,2,1,,2,,,,,2,2,,,
Fall 2016,L&S,Mathematical Sciences,  98,019,"Ager-Hart,Bjorn Andreas",29,26,89.7%,3.000,10,2,3,1,3,2,1,1,,,2,1,3,,,
Fall 2016,L&S,Mathematical Sciences,  98,020,"Wang,Sheng",10,10,100.0%,3.334,2,2,2,2,2,,,,,,,,,,,
Fall 2016,L&S,Mathematical Sciences,  98,022,"Wang,Sheng",28,24,85.7%,3.028,11,1,1,2,1,3,3,,,,,2,1,,,
Fall 2016,L&S,Mathematical Sciences,  98,050,"Madsen,Matthew A",21,21,100.0%,2.937,5,2,1,4,3,3,2,,,,,1,,,,
Fall 2016,L&S,Mathematical Sciences,  98,080,"Wang,Sheng",16,16,100.0%,2.459,2,1,1,1,3,1,5,,,1,,1,,,,
